"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","[Balance Sheet]","[Balance Sheet_Name]","[US 1120 Balance Sheet]","US 1120 Balance Sheet_Name","[Profit & Loss]","[Profit & Loss_Name]","[US 1120 Income Statement]","[US 1120 Income Statement_Name]","[Cash Flow]","[Cash Flow_Name]"
980,"Aktive Rechnungsabgrenzung","Aktive Rechnungsabgrenzung","Asset",,"Yes","No",,,,,,,,,,,,
983,"Abgrenzung aktive latente Steuern","Abgrenzung aktive latente Steuern","Asset",,"Yes","No",,,,,,,,,,,,
984,"Aufwand Zölle und Verbrauchsteuern","Aufwand Zölle und Verbrauchsteuern","Liability",,"Yes","No",,,,,,,,,,,,
985,"Aufwand Umsatzsteuer auf Anzahlungen","Aufwand Umsatzsteuer auf Anzahlungen","Liability",,"Yes","No",,,,,,,,,,,,
986,"Damnum/Disagio","Damnum/Disagio","Liability",,"Yes","No",,,,,,,,,,,,
990,"Passive Rechnungsabgrenzung","Passive Rechnungsabgrenzung","Liability",,"Yes","No",,,,,,,,,,,,
992,"Wertberichtigungen","Wertberichtigungen","Liability",,"Yes","No",,,,,,,,,,,,
996,"Pauschalwertberichtigung Forderg./b.1J","Pauschalwertberichtigung Forderg./b.1J","Liability",,"Yes","No",,,,,,,,,,,,
997,"Pauschalwertberichtigung Forderg./g.1J","Pauschalwertberichtigung Forderg./g.1J","Liability",,"Yes","No",,,,,,,,,,,,
998,"Einzelwertberichtigung Forderung(b.1J)","Einzelwertberichtigung Forderung(b.1J)","Liability",,"Yes","No",,,,,,,,,,,,
999,"Einzelwertberichtigung Forderung(g.1J)","Einzelwertberichtigung Forderung(g.1J)","Liability",,"Yes","No",,,,,,,,,,,,
1000,"Kasse","Kasse","Asset",,"Yes","No","CB_ASSET_ACCT",,,,,,,,,,,
1010,"Nebenkasse 1","Nebenkasse 1","Asset",,"Yes","No",,,,,,,,,,,,
1020,"Nebenkasse 2","Nebenkasse 2","Asset",,"Yes","No",,,,,,,,,,,,
1100,"Postbank","Postbank","Asset",,"Yes","No",,,,,,,,,,,,
1110,"Postbank 1","Postbank 1","Asset",,"Yes","No",,,,,,,,,,,,
1120,"Postbank 2","Postbank 2","Asset",,"Yes","No",,,,,,,,,,,,
1130,"Postbank 3","Postbank 3","Asset",,"Yes","No",,,,,,,,,,,,
1190,"LZB-Guthaben","LZB-Guthaben","Asset",,"Yes","No",,,,,,,,,,,,
1195,"Bundesbankguthaben","Bundesbankguthaben","Asset",,"Yes","No",,,,,,,,,,,,
1200,"Bank","Bank","Asset",,"Yes","No","B_ASSET_ACCT",,,,,,,,,,,
1201,"Bank Kontobewegung","Bank Kontobewegung","Asset",,"Yes","No","B_INTRANSIT_ACCT",,,,,,,,,,,
1202,"Bank nicht identifizierte Zahlungen","Bank nicht identifizierte Zahlungen","Asset",,"Yes","No","B_UNIDENTIFIED_ACCT",,,,,,,,,,,
1203,"Bank nicht zugeordnete Zahlungen","Bank nicht zugeordnete Zahlungen","Asset",,"Yes","No","B_UNALLOCATEDCASH_ACCT",,,,,,,,,,,
1210,"Bank 1","Bank 1","Asset",,"Yes","No",,,,,,,,,,,,
1220,"Bank 2","Bank 2","Asset",,"Yes","No",,,,,,,,,,,,
1230,"Bank 3","Bank 3","Asset",,"Yes","No",,,,,,,,,,,,
1240,"Bank 4","Bank 4","Asset",,"Yes","No",,,,,,,,,,,,
1250,"Bank 5","Bank 5","Asset",,"Yes","No",,,,,,,,,,,,
1290,"Finanzmittelanlagen kurzfr. Disposition","Finanzmittelanlagen kurzfr. Disposition","Asset",,"Yes","No",,,,,,,,,,,,
1300,"Wechsel aus Lieferung und Leistung","Wechsel aus Lieferung und Leistung","Asset",,"Yes","No",,,,,,,,,,,,
1301,"Wechsel a. Lieferungen/Leistungen b.1 J","Wechsel a. Lieferungen/Leistungen b.1 J","Asset",,"Yes","No",,,,,,,,,,,,
1302,"Wechsel a. Lieferungen/Leistungen g.1 J","Wechsel a. Lieferungen/Leistungen g.1 J","Asset",,"Yes","No",,,,,,,,,,,,
1305,"Wechsel a. Lieferungen/Leistungen bbf.","Wechsel a. Lieferungen/Leistungen bbf.","Asset",,"Yes","No",,,,,,,,,,,,
1310,"Besitzwechsel gegen verbund. Unternehmen","Besitzwechsel gegen verbund. Unternehmen","Asset",,"Yes","No",,,,,,,,,,,,
1311,"Besitzwechsel gegen verbundene UN (b.1J)","Besitzwechsel gegen verbundene UN (b.1J)","Asset",,"Yes","No",,,,,,,,,,,,
1312,"Besitzwechsel gegen verbundene UN (g.1J)","Besitzwechsel gegen verbundene UN (g.1J)","Asset",,"Yes","No",,,,,,,,,,,,
1315,"Besitzwechs.gg.verb.UN, bundesbankfähig","Besitzwechs.gg.verb.UN, bundesbankfähig","Asset",,"Yes","No",,,,,,,,,,,,
1320,"Besitzwechsel gg.UN m. Beteiligungsverh.","Besitzwechsel gg.UN m. Beteiligungsverh.","Asset",,"Yes","No",,,,,,,,,,,,
1321,"Besitzwechsel gg.UN m.Beteiligg.verh.b1J","Besitzwechsel gg.UN m.Beteiligg.verh.b1J","Asset",,"Yes","No",,,,,,,,,,,,
1322,"Besitzwechsel gg.UN m.Beteiligg.verh.g1J","Besitzwechsel gg.UN m.Beteiligg.verh.g1J","Asset",,"Yes","No",,,,,,,,,,,,
1325,"Besitzwechsel gg.UN m.Beteiligg.verh.bbf","Besitzwechsel gg.UN m.Beteiligg.verh.bbf","Asset",,"Yes","No",,,,,,,,,,,,
1327,"Finanzwechsel","Finanzwechsel","Asset",,"Yes","No",,,,,,,,,,,,
1330,"Schecks","Schecks","Asset",,"Yes","No",,,,,,,,,,,,
1332,"Bezahlung selektiert","Bezahlung selektiert","Liability",,"Yes","No","B_PAYMENTSELECT_ACCT",,,,,,,,,,,
1340,"Anteile an verbundenen Unternehmen","Anteile an verbundenen Unternehmen","Asset",,"Yes","No",,,,,,,,,,,,
1344,"Anteile a.herrschender Gesellschaft","Anteile a.herrschender Gesellschaft","Asset",,"Yes","No",,,,,,,,,,,,
1345,"Eigene Anteile","Eigene Anteile","Asset",,"Yes","No",,,,,,,,,,,,
1348,"Sonstige Wertpapiere","Sonstige Wertpapiere","Asset",,"Yes","No",,,,,,,,,,,,
1349,"Wertpapieranlagen kurzfr. Disposition","Wertpapieranlagen kurzfr. Disposition","Asset",,"Yes","No",,,,,,,,,,,,
1350,"GmbH-Anteile z.kurzfristigen Verbleib","GmbH-Anteile z.kurzfristigen Verbleib","Asset",,"Yes","No",,,,,,,,,,,,
1352,"Genossenschaftsanteile z.kfr.Verbleib","Genossenschaftsanteile z.kfr.Verbleib","Asset",,"Yes","No",,,,,,,,,,,,
1355,"Ansprüche a. Rückdeckungsversicherung","Ansprüche a. Rückdeckungsversicherung","Asset",,"Yes","No",,,,,,,,,,,,
1360,"Geldtransit","Geldtransit","Asset",,"Yes","No","CB_CASHTRANSFER_ACCT",,,,,,,,,,,
1370,"Gewinnermittlung 4/3 ergebniswirksam","Gewinnermittlung 4/3 ergebniswirksam","Asset",,"Yes","No",,,,,,,,,,,,
1371,"Gewinnermittlung 4/3 nicht ergebnisw","Gewinnermittlung 4/3 nicht ergebnisw","Asset",,"Yes","No",,,,,,,,,,,,
1380,"Überleitung Kostenstellen","Überleitung Kostenstellen","Asset",,"Yes","No",,,,,,,,,,,,
1390,"Verrechnung Ist-Versteuerung","Verrechnung Ist-Versteuerung","Asset",,"Yes","No",,,,,,,,,,,,
1400,"Forderungen aus Lieferungen u.Leistung","Forderungen aus Lieferungen u.Leistung","Asset",,"Yes","No","C_RECEIVABLE_ACCT",,,,,,,,,,,
1401,"Zurückhaltung","Zurückhaltung","Liability",,"Yes","No","WITHHOLDING_ACCT",,,,,,,,,,,
1410,"Forderungen aus Lieferungen u.Leistung","Forderungen aus Lieferungen u.Leistung","Asset",,"Yes","No",,,,,,,,,,,,
1450,"Forderungen nach § 11 EStG für  4/3","Forderungen nach § 11 EStG für  4/3","Asset",,"Yes","No",,,,,,,,,,,,
1451,"Forderg.a. Lieferungen/Leistungen b.1 J","Forderg.a. Lieferungen/Leistungen b.1 J","Asset",,"Yes","No","PJ_ASSET_ACCT",,,,,,,,,,,
1452,"Projekt Werte in Arbeit","Projekt Werte in Arbeit","Asset",,"Yes","No","PJ_WIP_ACCT",,,,,,,,,,,
1455,"Forderg.a. Lieferungen/Leistungen g.1 J","Forderg.a. Lieferungen/Leistungen g.1 J","Asset",,"Yes","No",,,,,,,,,,,,
1460,"Zweifelhafte Forderungen","Zweifelhafte Forderungen","Asset",,"Yes","No",,,,,,,,,,,,
1461,"Zweifelhafte Forderungen (bis 1 Jahr)","Zweifelhafte Forderungen (bis 1 Jahr)","Asset",,"Yes","No",,,,,,,,,,,,
1465,"Zweifelhafte Forderungen (g. 1 Jahr)","Zweifelhafte Forderungen (g. 1 Jahr)","Asset",,"Yes","No",,,,,,,,,,,,
1470,"Forderungen aus L+L gg. verbundenen UN","Forderungen aus L+L gg. verbundenen UN","Asset",,"Yes","No",,,,,,,,,,,,
1471,"Forderungen aus L+L gg. verbund. UN b.1J","Forderungen aus L+L gg. verbund. UN b.1J","Asset",,"Yes","No",,,,,,,,,,,,
1475,"Forderungen aus L+L gg. verbund. UN g.1J","Forderungen aus L+L gg. verbund. UN g.1J","Asset",,"Yes","No",,,,,,,,,,,,
1478,"WB Forderungen gg. verbundene UN (b.1J)","WB Forderungen gg. verbundene UN (b.1J)","Asset",,"Yes","No",,,,,,,,,,,,
1479,"WB Forderungen gg. verbundene UN (g.1J)","WB Forderungen gg. verbundene UN (g.1J)","Asset",,"Yes","No",,,,,,,,,,,,
1480,"Forderg. L+L gg.UN m. Beteiligungsverh.","Forderg. L+L gg.UN m. Beteiligungsverh.","Asset",,"Yes","No",,,,,,,,,,,,
1481,"Forderg. L+L gg.UN m.Beteiligg.verh.b1J","Forderg. L+L gg.UN m.Beteiligg.verh.b1J","Asset",,"Yes","No",,,,,,,,,,,,
1485,"Forderg. L+L gg.UN m.Beteiligg.verh.g1J","Forderg. L+L gg.UN m.Beteiligg.verh.g1J","Asset",,"Yes","No",,,,,,,,,,,,
1488,"WB Forderg.gg.UN m.Beteiligg.verh. b.1J","WB Forderg.gg.UN m.Beteiligg.verh. b.1J","Asset",,"Yes","No",,,,,,,,,,,,
1489,"WB Forderg.gg.UN m.Beteiligg.verh. g.1J","WB Forderg.gg.UN m.Beteiligg.verh. g.1J","Asset",,"Yes","No",,,,,,,,,,,,
1490,"Forderungen aus L+L gg. Gesellschafter","Forderungen aus L+L gg. Gesellschafter","Asset",,"Yes","No",,,,,,,,,,,,
1491,"Forderg. aus L+L gg.Gesellschafter b.1 J","Forderg. aus L+L gg.Gesellschafter b.1 J","Asset",,"Yes","No",,,,,,,,,,,,
1495,"Forderg. aus L+L gg.Gesellschafter g.1 J","Forderg. aus L+L gg.Gesellschafter g.1 J","Asset",,"Yes","No",,,,,,,,,,,,
1499,"Gegenkonto bei Auf*teilung Debitoren","Gegenkonto bei Auf*teilung Debitoren","Asset",,"Yes","No",,,,,,,,,,,,
1500,"Sonstige Vermögensgegenstände","Sonstige Vermögensgegenstände","Asset",,"Yes","No",,,,,,,,,,,,
1501,"Sonstige Vermögensgegenstände (b.1 J)","Sonstige Vermögensgegenstände (b.1 J)","Asset",,"Yes","No",,,,,,,,,,,,
1502,"Sonstige Vermögensgegenstände (g.1 J)","Sonstige Vermögensgegenstände (g.1 J)","Asset",,"Yes","No",,,,,,,,,,,,
1503,"Forderungen gg. Geschäftsf.(b.1J)","Forderungen gg. Geschäftsf.(b.1J)","Asset",,"Yes","No",,,,,,,,,,,,
1504,"Forderungen gg. Geschäftsf.(g.1J)","Forderungen gg. Geschäftsf.(g.1J)","Asset",,"Yes","No",,,,,,,,,,,,
1505,"Forderungen gg. Aufsichtsratsm. (b.1 J)","Forderungen gg. Aufsichtsratsm. (b.1 J)","Asset",,"Yes","No",,,,,,,,,,,,
1506,"Forderungen gg. Aufsichtsratsm. (g.1 J)","Forderungen gg. Aufsichtsratsm. (g.1 J)","Asset",,"Yes","No",,,,,,,,,,,,
1507,"Forderungen gg. Gesellschafter (b.1J)","Forderungen gg. Gesellschafter (b.1J)","Asset",,"Yes","No",,,,,,,,,,,,
1508,"Forderungen gg. Gesellschafter (g.1J)","Forderungen gg. Gesellschafter (g.1J)","Asset",,"Yes","No",,,,,,,,,,,,
1510,"Geleistete Anzahlungen auf Vorräte","Geleistete Anzahlungen auf Vorräte","Asset",,"Yes","No","V_PREPAYMENT_ACCT",,,,,,,,,,,
1511,"Geleistete Anzahlungen 7% Vorsteuer","Geleistete Anzahlungen 7% Vorsteuer","Asset",,"Yes","No",,,,,,,,,,,,
1516,"Geleistete Anzahlungen 15% Vorsteuer","Geleistete Anzahlungen 15% Vorsteuer","Asset",,"Yes","No",,,,,,,,,,,,
1517,"Geleistete Anzahlungen 16% Vorsteuer","Geleistete Anzahlungen 16% Vorsteuer","Asset",,"Yes","No",,,,,,,,,,,,
1518,"Geleistete Anzahlungen 19% Vorsteuer","Geleistete Anzahlungen 19% Vorsteuer","Asset",,"Yes","No",,,,,,,,,,,,
1521,"Agenturwarenabrechnung","Agenturwarenabrechnung","Asset",,"Yes","No",,,,,,,,,,,,
1525,"Kautionen","Kautionen","Asset",,"Yes","No",,,,,,,,,,,,
1526,"Kautionen (bis 1 J)","Kautionen (bis 1 J)","Asset",,"Yes","No",,,,,,,,,,,,
1527,"Kautionen (g. 1 J)","Kautionen (g. 1 J)","Asset",,"Yes","No",,,,,,,,,,,,
1530,"Forderungen gegen Personal","Forderungen gegen Personal","Asset",,"Yes","No",,,,,,,,,,,,
1531,"Forderungen gegen Personal (bis 1Jahr)","Forderungen gegen Personal (bis 1Jahr)","Asset",,"Yes","No",,,,,,,,,,,,
1537,"Forderungen gegen Personal (g. 1Jahr)","Forderungen gegen Personal (g. 1Jahr)","Asset",,"Yes","No",,,,,,,,,,,,
1540,"Steuerüberzahlungen","Steuerüberzahlungen","Asset",,"Yes","No","T_RECEIVABLES_ACCT",,,,,,,,,,,
1542,"Steuererst.anspruch gegen ander. EG-Land","Steuererst.anspruch gegen ander. EG-Land","Asset",,"Yes","No",,,,,,,,,,,,
1545,"USt-Forderungen","USt-Forderungen","Asset",,"Yes","No",,,,,,,,,,,,
1547,"Forderungen aus Verbrauchsteuern","Forderungen aus Verbrauchsteuern","Asset",,"Yes","No",,,,,,,,,,,,
1548,"Vorsteuer im Folgejahr abziehbar","Vorsteuer im Folgejahr abziehbar","Asset",,"Yes","No",,,,,,,,,,,,
1549,"Körperschaftsteuerrückforderung","Körperschaftsteuerrückforderung","Asset",,"Yes","No",,,,,,,,,,,,
1550,"Darlehen","Darlehen","Asset",,"Yes","No",,,,,,,,,,,,
1551,"Darlehen bis 1 Jahr","Darlehen bis 1 Jahr","Asset",,"Yes","No",,,,,,,,,,,,
1555,"Darlehen g. 1 Jahr","Darlehen g. 1 Jahr","Asset",,"Yes","No",,,,,,,,,,,,
1560,"Aufzuteilende Vorsteuer","Aufzuteilende Vorsteuer","Asset",,"Yes","No",,,,,,,,,,,,
1561,"Aufzuteilende Vorsteuer 7%","Aufzuteilende Vorsteuer 7%","Asset",,"Yes","No",,,,,,,,,,,,
1562,"Aufzuteilende Vorsteuer aus EG-Erwerb","Aufzuteilende Vorsteuer aus EG-Erwerb","Asset",,"Yes","No",,,,,,,,,,,,
1563,"Aufzuteilende Vorsteuer aus EG-Erwerb 19%","Aufzuteilende Vorsteuer aus EG-Erwerb 19%","Asset",,"Yes","No",,,,,,,,,,,,
1565,"Aufzuteilende Vorsteuer 16%","Aufzuteilende Vorsteuer 16%","Asset",,"Yes","No",,,,,,,,,,,,
1566,"Aufzuteilende Vorsteuer 19%","Aufzuteilende Vorsteuer 19%","Asset",,"Yes","No",,,,,,,,,,,,
1568,"Aufzuteilende Vorsteuer nach §13a/13b UstG 16%","Aufzuteilende Vorsteuer nach §13a/13b UstG 16%","Asset",,"Yes","No",,,,,,,,,,,,
1569,"Aufzuteilende Vorsteuer nach §13a/13b UstG 19%","Aufzuteilende Vorsteuer nach §13a/13b UstG 19%","Asset",,"Yes","No",,,,,,,,,,,,
1570,"Abziehbare Vorsteuer","Abziehbare Vorsteuer","Asset",,"Yes","No","T_CREDIT_ACCT",,,,,,,,,,,
1571,"Abziehbare Vorsteuer 7%","Abziehbare Vorsteuer 7%","Asset",,"Yes","No",,,,,,,,,,,,
1572,"Abziehbare Vorsteuer aus EG-Erwerb","Abziehbare Vorsteuer aus EG-Erwerb","Asset",,"Yes","No",,,,,,,,,,,,
1573,"Abziehbare Vorsteuer aus EG-Erwerb 16%","Abziehbare Vorsteuer aus EG-Erwerb 16%","Asset",,"Yes","No",,,,,,,,,,,,
1574,"Abziehbare Vorsteuer aus EG-Erwerb 19%","Abziehbare Vorsteuer aus EG-Erwerb 19%","Asset",,"Yes","No",,,,,,,,,,,,
1575,"Abziehbare Vorsteuer 16%","Abziehbare Vorsteuer 16%","Asset",,"Yes","No",,,,,,,,,,,,
1576,"Abziehbare Vorsteuer 19%","Abziehbare Vorsteuer 19%","Asset",,"Yes","No",,,,,,,,,,,,
1577,"Abziehbare Vorsteuer nach § 13b UstG 19%","Abziehbare Vorsteuer nach § 13b UstG 19%","Asset",,"Yes","No",,,,,,,,,,,,
1578,"Bericht. Vorsteuerabzug früherer Jahre","Bericht. Vorsteuerabzug früherer Jahre","Asset",,"Yes","No",,,,,,,,,,,,
1580,"Gegenkonto Vorsteuer § 4/3 EStG","Gegenkonto Vorsteuer § 4/3 EStG","Asset",,"Yes","No",,,,,,,,,,,,
1581,"Auflösung Vorsteuer Vorjahr § 4/3 EStG","Auflösung Vorsteuer Vorjahr § 4/3 EStG","Asset",,"Yes","No",,,,,,,,,,,,
1584,"Vorsteuer EG-Erwerb neue Kfz ohne UStID","Vorsteuer EG-Erwerb neue Kfz ohne UStID","Asset",,"Yes","No",,,,,,,,,,,,
1588,"Einfuhr-Umsatzsteuer","Einfuhr-Umsatzsteuer","Asset",,"Yes","No",,,,,,,,,,,,
1590,"Durchlaufende Posten","Durchlaufende Posten","Asset",,"Yes","No","SUSPENSEERROR_ACCT",,,,,,,,,,,
1592,"Fremdgeld","Fremdgeld","Asset",,"Yes","No",,,,,,,,,,,,
1593,"Verrechnung erhaltene Anzahlungen","Verrechnung erhaltene Anzahlungen","Asset",,"Yes","No",,,,,,,,,,,,
1594,"Forderungen gegen verbund.Unternehmen","Forderungen gegen verbund.Unternehmen","Asset",,"Yes","No","INTERCOMPANYDUEFROM_ACCT",,,,,,,,,,,
1595,"Forderungen gg. verbundene UN(b. 1 J)","Forderungen gg. verbundene UN(b. 1 J)","Asset",,"Yes","No",,,,,,,,,,,,
1596,"Forderungen gg. verbundene UN(g. 1 J)","Forderungen gg. verbundene UN(g. 1 J)","Asset",,"Yes","No",,,,,,,,,,,,
1597,"Forderungen gg. UN m. Beteiligungsverh.","Forderungen gg. UN m. Beteiligungsverh.","Asset",,"Yes","No",,,,,,,,,,,,
1598,"Forderg. gg. UN mit Beteiligg.verh. b.1J","Forderg. gg. UN mit Beteiligg.verh. b.1J","Asset",,"Yes","No",,,,,,,,,,,,
1599,"Forderg. gg. UN mit Beteiligg.verh. g.1J","Forderg. gg. UN mit Beteiligg.verh. g.1J","Asset",,"Yes","No",,,,,,,,,,,,
1600,"Verbindl. aus Lieferungen u. Leistungen","Verbindl. aus Lieferungen u. Leistungen","Liability",,"Yes","No","V_LIABILITY_ACCT",,,,,,,,,,,
1601,"Lieferanten Verbindlichkeiten Dienstleistungen","Lieferanten Verbindlichkeiten Dienstleistungen","Liability",,"Yes","No","V_LIABILITY_SERVICES_ACCT",,,,,,,,,,,
1610,"Verbindl. aus Lieferungen u. Leistungen","Verbindl. aus Lieferungen u. Leistungen","Liability",,"Yes","No",,,,,,,,,,,,
1624,"Verbindlichk. Investitionen § 4/3 EStG","Verbindlichk. Investitionen § 4/3 EStG","Liability",,"Yes","No",,,,,,,,,,,,
1625,"Verbindl.a.Lieferungen/Leistungen b.1 J","Verbindl.a.Lieferungen/Leistungen b.1 J","Liability",,"Yes","No",,,,,,,,,,,,
1626,"Verbindl.a.Lieferungen/Leistungen 1-5 J","Verbindl.a.Lieferungen/Leistungen 1-5 J","Liability",,"Yes","No",,,,,,,,,,,,
1628,"Verbindl.a.Lieferungen/Leistungen g.5 J","Verbindl.a.Lieferungen/Leistungen g.5 J","Liability",,"Yes","No",,,,,,,,,,,,
1630,"Verbindl. aus L+L gg. verbundenen UN","Verbindl. aus L+L gg. verbundenen UN","Liability",,"Yes","No",,,,,,,,,,,,
1631,"Verbindl.aus L+L gg.verbundenen UN b. 1J","Verbindl.aus L+L gg.verbundenen UN b. 1J","Liability",,"Yes","No",,,,,,,,,,,,
1635,"Verbindl.aus L+L gg.verbundenen UN 1-5 J","Verbindl.aus L+L gg.verbundenen UN 1-5 J","Liability",,"Yes","No",,,,,,,,,,,,
1638,"Verbindl.aus L+L gg.verbundenen UN g.5 J","Verbindl.aus L+L gg.verbundenen UN g.5 J","Liability",,"Yes","No",,,,,,,,,,,,
1640,"Verbindl.aus L+L gg.UN m.Beteiligg.verh.","Verbindl.aus L+L gg.UN m.Beteiligg.verh.","Liability",,"Yes","No",,,,,,,,,,,,
1641,"Verbindl.aus L+L gg.UN m. Bet.verh. b.1J","Verbindl.aus L+L gg.UN m. Bet.verh. b.1J","Liability",,"Yes","No",,,,,,,,,,,,
1645,"Verbindl.aus L+L gg.UN m. Bet.verh. 1-5J","Verbindl.aus L+L gg.UN m. Bet.verh. 1-5J","Liability",,"Yes","No",,,,,,,,,,,,
1648,"Verbindl.aus L+L gg.UN m. Bet.verh. g.5J","Verbindl.aus L+L gg.UN m. Bet.verh. g.5J","Liability",,"Yes","No",,,,,,,,,,,,
1650,"Verbindl. aus L+L gg. Gesellschaftern","Verbindl. aus L+L gg. Gesellschaftern","Liability",,"Yes","No",,,,,,,,,,,,
1651,"Verbindl. aus L+L gg. Gesellsch. b. 1J","Verbindl. aus L+L gg. Gesellsch. b. 1J","Liability",,"Yes","No",,,,,,,,,,,,
1655,"Verbindl. aus L+L gg. Gesellsch. 1-5 J","Verbindl. aus L+L gg. Gesellsch. 1-5 J","Liability",,"Yes","No",,,,,,,,,,,,
1658,"Verbindl. aus L+L gg. Gesellsch. g. 5J","Verbindl. aus L+L gg. Gesellsch. g. 5J","Liability",,"Yes","No",,,,,,,,,,,,
1659,"Gegenkonto bei Auf*teilung Kreditoren","Gegenkonto bei Auf*teilung Kreditoren","Liability",,"Yes","No",,,,,,,,,,,,
1660,"Schuldwechsel","Schuldwechsel","Liability",,"Yes","No",,,,,,,,,,,,
1661,"Schuldwechsel (bis 1 Jahr)","Schuldwechsel (bis 1 Jahr)","Liability",,"Yes","No",,,,,,,,,,,,
1680,"Schuldwechsel (1-5 Jahre)","Schuldwechsel (1-5 Jahre)","Liability",,"Yes","No",,,,,,,,,,,,
1690,"Schuldwechsel (größer 5 Jahre)","Schuldwechsel (größer 5 Jahre)","Liability",,"Yes","No",,,,,,,,,,,,
1700,"Sonstige Verbindlichkeiten","Sonstige Verbindlichkeiten","Liability",,"Yes","No",,,,,,,,,,,,
1701,"Sonstige Verbindlichkeiten (bis 1 J)","Sonstige Verbindlichkeiten (bis 1 J)","Liability",,"Yes","No",,,,,,,,,,,,
1702,"Sonstige Verbindlichkeiten (1-5 J)","Sonstige Verbindlichkeiten (1-5 J)","Liability",,"Yes","No",,,,,,,,,,,,
1703,"Sonstige Verbindlichkeiten (g. 5 J)","Sonstige Verbindlichkeiten (g. 5 J)","Liability",,"Yes","No",,,,,,,,,,,,
1704,"Sonst. Verbindlich*keiten nach §11 EStG","Sonst. Verbindlich*keiten nach §11 EStG","Liability",,"Yes","No",,,,,,,,,,,,
1705,"Darlehen","Darlehen","Liability",,"Yes","No",,,,,,,,,,,,
1706,"Darlehen bis 1 Jahr","Darlehen bis 1 Jahr","Liability",,"Yes","No",,,,,,,,,,,,
1707,"Darlehen 1-5 Jahre","Darlehen 1-5 Jahre","Liability",,"Yes","No",,,,,,,,,,,,
1708,"Darlehen g. 5 Jahre","Darlehen g. 5 Jahre","Liability",,"Yes","No",,,,,,,,,,,,
1709,"Gewinnverfügung stille Gesellschaft.","Gewinnverfügung stille Gesellschaft.","Liability",,"Yes","No",,,,,,,,,,,,
1710,"Erhaltene Anzahlungen","Erhaltene Anzahlungen","Liability",,"Yes","No","C_PREPAYMENT_ACCT",,,,,,,,,,,
1711,"Erhaltene Anzahlungen 7% USt","Erhaltene Anzahlungen 7% USt","Liability",,"Yes","No",,,,,,,,,,,,
1716,"Erhaltene Anzahlungen 15% USt","Erhaltene Anzahlungen 15% USt","Liability",,"Yes","No",,,,,,,,,,,,
1717,"Erhaltene Anzahlungen 16% USt","Erhaltene Anzahlungen 16% USt","Liability",,"Yes","No",,,,,,,,,,,,
1719,"Erhaltene Anzahlungen (bis 1 Jahr)","Erhaltene Anzahlungen (bis 1 Jahr)","Liability",,"Yes","No",,,,,,,,,,,,
1720,"Erhaltene Anzahlungen (1-5 Jahre)","Erhaltene Anzahlungen (1-5 Jahre)","Liability",,"Yes","No",,,,,,,,,,,,
1721,"Erhaltene Anzahlungen (g. 5 Jahre)","Erhaltene Anzahlungen (g. 5 Jahre)","Liability",,"Yes","No",,,,,,,,,,,,
1722,"Erhaltene Anzahlungen","Erhaltene Anzahlungen","Liability",,"Yes","No",,,,,,,,,,,,
1730,"Kreditkartenabrechnung","Kreditkartenabrechnung","Liability",,"Yes","No",,,,,,,,,,,,
1731,"Agenturwarenabrechnung","Agenturwarenabrechnung","Liability",,"Yes","No",,,,,,,,,,,,
1732,"Erhaltene Kautionen","Erhaltene Kautionen","Liability",,"Yes","No",,,,,,,,,,,,
1733,"Erhaltene Kautionen (bis 1 Jahr)","Erhaltene Kautionen (bis 1 Jahr)","Liability",,"Yes","No",,,,,,,,,,,,
1734,"Erhaltene Kautionen (1-5 Jahre)","Erhaltene Kautionen (1-5 Jahre)","Liability",,"Yes","No",,,,,,,,,,,,
1735,"Erhaltene Kautionen (größer 5 Jahre)","Erhaltene Kautionen (größer 5 Jahre)","Liability",,"Yes","No",,,,,,,,,,,,
1736,"Verbindl. Betriebssteuern und -abgaben","Verbindl. Betriebssteuern und -abgaben","Liability",,"Yes","No",,,,,,,,,,,,
1737,"Verbindl.Betriebsst.und -abgaben (b.1 J)","Verbindl.Betriebsst.und -abgaben (b.1 J)","Liability",,"Yes","No",,,,,,,,,,,,
1738,"Verbindl.Betriebsst.und -abgaben (1-5 J)","Verbindl.Betriebsst.und -abgaben (1-5 J)","Liability",,"Yes","No",,,,,,,,,,,,
1739,"Verbindl.Betriebsst.und -abgaben (g.5 J)","Verbindl.Betriebsst.und -abgaben (g.5 J)","Liability",,"Yes","No",,,,,,,,,,,,
1740,"Verbindlichkeiten aus Lohn und Gehalt","Verbindlichkeiten aus Lohn und Gehalt","Liability",,"Yes","No","E_PREPAYMENT_ACCT",,,,,,,,,,,
1741,"Verbindlichk. Lohn- und Kirchensteuer","Verbindlichk. Lohn- und Kirchensteuer","Liability",,"Yes","No",,,,,,,,,,,,
1742,"Verbindlichkeiten soziale Sicherheit","Verbindlichkeiten soziale Sicherheit","Liability",,"Yes","No",,,,,,,,,,,,
1743,"Verbindlichk. soziale Sicherheit(b.1J)","Verbindlichk. soziale Sicherheit(b.1J)","Liability",,"Yes","No",,,,,,,,,,,,
1744,"Verbindlichk. soziale Sicherheit(1-5J)","Verbindlichk. soziale Sicherheit(1-5J)","Liability",,"Yes","No",,,,,,,,,,,,
