[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
4582,DECONTARI DIN OPERATII IN PARTICIPATIE - ACTIV,DECONTARI DIN OPERATII IN PARTICIPATIE - ACTIV,Asset,B,,Yes,,A.B.II.06,4,B,,,B,A.B.II.06,458,4582,140,140
461,DEBITORI DIVERSI,DEBITORI DIVERSI,Asset,B,,Yes,,A.B.II.06,4,C,,,B,A.B.II.06,461,461,141,141
4811,DECONTARI INTRE UNITATE SI SUBUNITATI-ACTIV,DECONTARI INTRE UNITATE SI SUBUNITATI-ACTIV,Asset,B,,Yes,,A.B.II.06,4,B,,,B,A.B.II.06,481,4811,142,142
4821,DECONTARI INTRE SUBUNITATI-ACTIV,DECONTARI INTRE SUBUNITATI-ACTIV,Asset,B,,Yes,,A.B.II.06,4,B,,,B,A.B.II.06,482,4821,143,143
491,AJUST.PT.DEPREC.CREANTELOR - CLIENTI,AJUST.PT.DEPREC.CREANTELOR - CLIENTI,Asset,B,,Yes,,A.B.II.06,4,C,,,B,A.B.II.06,491,491,144,144
495,AJUST.PT.DEPREC.CREANTELOR - DECONTARI IN CADRUL GRUPULUI SI,AJUST.PT.DEPREC.CREANTELOR - DECONTARI IN CADRUL GRUPULUI SI CU ACTIONARII/ASOCIATII,Asset,B,,Yes,,A.B.II.06,4,C,,,B,A.B.II.06,495,495,145,145
496,AJUST.PT.DEPREC.CREANTELOR - DEBITORI DIVERSI,AJUST.PT.DEPREC.CREANTELOR - DEBITORI DIVERSI,Asset,B,,Yes,,A.B.II.06,4,C,,,B,A.B.II.06,496,496,146,146
5187,DOB.DE INCASAT,DOB.DE INCASAT,Asset,B,,Yes,,A.B.II.06,4,B,,,B,A.B.II.06,518,5187,147,147
A.B.III.07,INVESTITII PE TERMEN SCURT,INVESTITII PE TERMEN SCURT,Asset,B,,Yes,,A.B.09,3,E,,,B,A.B.III.07,A.B,A.B.III.07,148,148
501,ACTIUNI DETINUTE LA ENTITATILE AFILIATE,ACTIUNI DETINUTE LA ENTITATILE AFILIATE,Asset,B,,Yes,,A.B.III.07,4,C,,,B,A.B.III.07,501,501,149,149
505,OBLIGATIUNI EMISE SI RASCUMPARATE,OBLIGATIUNI EMISE SI RASCUMPARATE,Asset,B,,Yes,,A.B.III.07,4,C,,,B,A.B.III.07,505,505,150,150
506,OBLIGATIUNI,OBLIGATIUNI,Asset,B,,Yes,,A.B.III.07,4,C,,,B,A.B.III.07,506,506,151,151
508,ALTE INVEST PE TERMEN SCURT SI CREANTE ASIMILATE ,ALTE INVEST PE TERMEN SCURT SI CREANTE ASIMILATE ,Asset,B,,Yes,,A.B.III.07,4,C,,,B,A.B.III.07,508,508,152,152
5081,ALTE TITLURI DE PLASAMENT,ALTE TITLURI DE PLASAMENT,Asset,B,,Yes,,508,5,B,,,B,A.B.III.07,508,5081,153,153
5088,DOB.LA OBLIGATIUNI SI TITLURI DE PLASAMENT,DOB.LA OBLIGATIUNI SI TITLURI DE PLASAMENT,Asset,B,,Yes,,508,5,B,,,B,A.B.III.07,508,5088,154,154
5113,EFECTE DE INCASAT,EFECTE DE INCASAT,Asset,B,,Yes,,A.B.III.07,4,B,,,B,A.B.III.07,511,5113,155,155
5114,EFECTE REMISE SPRE SCONTARE,EFECTE REMISE SPRE SCONTARE,Asset,B,,Yes,,A.B.III.07,4,B,,,B,A.B.III.07,511,5114,156,156
591,AJUST.PT.PIERDEREA DE VALOARE A ACT.DETINUTE LA ENTITATILE A,AJUST.PT.PIERDEREA DE VALOARE A ACT.DETINUTE LA ENTITATILE AFILIATE,Asset,B,,Yes,,A.B.III.07,4,C,,,B,A.B.III.07,591,591,157,157
595,AJUST.PT.PIERDEREA DE VALOARE A OBLIG.EMISE SI RASCUMPARATE,AJUST.PT.PIERDEREA DE VALOARE A OBLIG.EMISE SI RASCUMPARATE,Asset,B,,Yes,,A.B.III.07,4,C,,,B,A.B.III.07,595,595,158,158
596,AJUST.PT.PIERDEREA DE VALOARE A OBLIG,AJUST.PT.PIERDEREA DE VALOARE A OBLIG,Asset,B,,Yes,,A.B.III.07,4,C,,,B,A.B.III.07,596,596,159,159
598,AJUST.PT.PIERDEREA DE VALOARE A ALTOR INVEST.PE TERMEN SCURT,AJUST.PT.PIERDEREA DE VALOARE A ALTOR INVEST.PE TERMEN SCURT SI CREANTE ASIMILATE,Asset,B,,Yes,,A.B.III.07,4,C,,,B,A.B.III.07,598,598,160,160
A.B.IV.08,CASA SI CONTURI LA BANCI,CASA SI CONTURI LA BANCI,Asset,B,,Yes,,A.B.09,3,E,,,B,A.B.IV.08,A.B,A.B.IV.08,161,161
5112,CECURI DE INCASAT,CECURI DE INCASAT,Asset,B,,Yes,,A.B.IV.08,4,B,,,B,A.B.IV.08,511,5112,162,162
512,CECURI DE INCASAT,CECURI DE INCASAT,Asset,B,,Yes,,A.B.IV.08,4,C,,,B,A.B.IV.08,512,512,163,163
5121,CONTURI LA BANCI IN LEI,CONTURI LA BANCI IN LEI,Asset,B,,Yes,,512,5,B,,,B,A.B.IV.08,512,5121,164,164
5124,CONTURI LA BANCI IN VALUTA,CONTURI LA BANCI IN VALUTA,Asset,B,,Yes,,512,5,B,,,B,A.B.IV.08,512,5124,165,165
5125,SUME IN CURS DE DECONTARE,SUME IN CURS DE DECONTARE,Asset,B,,Yes,,512,5,B,,,B,A.B.IV.08,512,5125,166,166
531,CASA ,CASA ,Asset,B,,Yes,,A.B.IV.08,4,C,,,B,A.B.IV.08,531,531,167,167
5311,CASA IN LEI,CASA IN LEI,Asset,B,,Yes,,531,5,B,,,B,A.B.IV.08,531,5311,168,168
5314,CASA IN VALUTA,CASA IN VALUTA,Asset,B,,Yes,,531,5,B,,,B,A.B.IV.08,531,5314,169,169
532,ALTE VALORI ,ALTE VALORI ,Asset,B,,Yes,,A.B.IV.08,4,C,,,B,A.B.IV.08,532,532,170,170
5321,TIMBRE FISCALE SI POSTALE,TIMBRE FISCALE SI POSTALE,Asset,B,,Yes,,532,5,B,,,B,A.B.IV.08,532,5321,171,171
5322,BILETE DE TRATAMENT SI ODIHNA,BILETE DE TRATAMENT SI ODIHNA,Asset,B,,Yes,,532,5,B,,,B,A.B.IV.08,532,5322,172,172
5323,TICHETE SI BILETE DE CALATORIE,TICHETE SI BILETE DE CALATORIE,Asset,B,,Yes,,532,5,B,,,B,A.B.IV.08,532,5323,173,173
5328,ALTE VALORI,ALTE VALORI,Asset,B,,Yes,,532,5,B,,,B,A.B.IV.08,532,5328,174,174
541,ACREDITIVE ,ACREDITIVE ,Asset,B,,Yes,,A.B.IV.08,4,C,,,B,A.B.IV.08,541,541,175,175
5411,ACREDITIVE IN LEI,ACREDITIVE IN LEI,Asset,B,,Yes,,541,5,B,,,B,A.B.IV.08,541,5411,176,176
5412,ACREDITIVE IN VALUTA,ACREDITIVE IN VALUTA,Asset,B,,Yes,,541,5,B,,,B,A.B.IV.08,541,5412,177,177
542,AVANSURI DE TREZORERIE,AVANSURI DE TREZORERIE,Asset,B,,Yes,,A.B.IV.08,4,C,,,B,A.B.IV.08,542,542,178,178
581,VIRAMENTE INT.A/P  ,VIRAMENTE INT.A/P  ,Asset,B,,Yes,,A.B.IV.08,4,C,,,B,A.B.IV.08,581,581,179,179
A.C.10,CHELTUIELI IN AVANS,CHELTUIELI IN AVANS,Asset,B,,Yes,,A,2,E,,,B,A.C.10,A.C,A.C.10,180,180
471,CHELT.INREGISTRATE IN AVANS,CHELT.INREGISTRATE IN AVANS,Asset,B,,Yes,,A.C.10,3,C,,,B,A.C.10,471,471,181,181
P,PASIV,PASIV,Liability,Credit,,Yes,,,1,E,,,B,P,P,P,182,182
P.D.11,DATORII DE PLATA SUB UN AN,DATORII DE PLATA SUB UN AN,Liability,Credit,,Yes,,P,2,E,,,B,P.D.11,P.D,P.D.11,183,183
269,VARSAMINTE DE EFECTUAT PT.IMOBILIZARI FINANCIARE ,VARSAMINTE DE EFECTUAT PT.IMOBILIZARI FINANCIARE ,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,269,269,184,184
2691,VARSAMINTE DE EFECTUAT PRIVIND ACTIUNILE DETINUTE LA ENTITAT,VARSAMINTE DE EFECTUAT PRIVIND ACTIUNILE DETINUTE LA ENTITATILE AFILIATE,Liability,Credit,,Yes,,269,4,B,,,B,P.D.11,269,2691,185,185
2692,VARSAMINTE DE EFECTUAT PRIVIND INTERESELE DE PARTICIPARE,VARSAMINTE DE EFECTUAT PRIVIND INTERESELE DE PARTICIPARE,Liability,Credit,,Yes,,269,4,B,,,B,P.D.11,269,2692,186,186
2693,VARSAMINTE DE EFECTUAT PT.ALTE IMOBILIZARI FINANCIARE,VARSAMINTE DE EFECTUAT PT.ALTE IMOBILIZARI FINANCIARE,Liability,Credit,,Yes,,269,4,B,,,B,P.D.11,269,2693,187,187
401,FURNIZORI,FURNIZORI,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,401,401,188,188
403,EFECTE DE PLATIT,EFECTE DE PLATIT,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,403,403,189,189
404,FURNIZORI DE IMOBILIZARI,FURNIZORI DE IMOBILIZARI,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,404,404,190,190
405,EFECTE DE PLATIT PT.IMOBILIZARI,EFECTE DE PLATIT PT.IMOBILIZARI,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,405,405,191,191
408,FURNIZORI - FACTURI NESOSITE,FURNIZORI - FACTURI NESOSITE,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,408,408,192,192
419,CLIENTI - CREDITORI,CLIENTI - CREDITORI,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,419,419,193,193
421,PERSONAL - SALARII DATORATE,PERSONAL - SALARII DATORATE,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,421,421,194,194
423,PERSONAL - AJUTOARE MATERIALE DATORATE,PERSONAL - AJUTOARE MATERIALE DATORATE,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,423,423,195,195
424,PRIME REPREZENTAND PARTICIPAREA PERSONALULUI LA PROFIT13 ,PRIME REPREZENTAND PARTICIPAREA PERSONALULUI LA PROFIT13 ,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,424,424,196,196
426,DREPTURI DE PERSONAL NERIDICATE,DREPTURI DE PERSONAL NERIDICATE,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,426,426,197,197
427,RETINERI DIN SALARII DATORATE TERTILOR,RETINERI DIN SALARII DATORATE TERTILOR,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,427,427,198,198
4281,ALTE DATORII IN LEGATURA CU PERSONALUL,ALTE DATORII IN LEGATURA CU PERSONALUL,Liability,Credit,,Yes,,P.D.11,3,B,,,B,P.D.11,428,4281,199,199
431,ASIGURARI SOCIALE ,ASIGURARI SOCIALE ,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,431,431,200,200
4311,CONTRIB.UNITATII LA ASIGURARILE SOCIALE,CONTRIB.UNITATII LA ASIGURARILE SOCIALE,Liability,Credit,,Yes,,431,4,B,,,B,P.D.11,431,4311,201,201
4312,CONTRIB.PERSONALULUI LA ASIGURARILE SOCIALE,CONTRIB.PERSONALULUI LA ASIGURARILE SOCIALE,Liability,Credit,,Yes,,431,4,B,,,B,P.D.11,431,4312,202,202
4313,CONTRIB.ANGAJATORULUI PT.ASIGURARILE SOCIALE DE SANATATE,CONTRIB.ANGAJATORULUI PT.ASIGURARILE SOCIALE DE SANATATE,Liability,Credit,,Yes,,431,4,B,,,B,P.D.11,431,4313,203,203
4314,CONTRIB.ANGAJATILOR PT.ASIGURARILE SOCIALE DE SANATATE,CONTRIB.ANGAJATILOR PT.ASIGURARILE SOCIALE DE SANATATE,Liability,Credit,,Yes,,431,4,B,,,B,P.D.11,431,4314,204,204
437,AJUTOR DE SOMAJ ,AJUTOR DE SOMAJ ,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,437,437,205,205
4371,CONTRIB.UNITATII LA FONDUL DE SOMAJ,CONTRIB.UNITATII LA FONDUL DE SOMAJ,Liability,Credit,,Yes,,437,4,B,,,B,P.D.11,437,4371,206,206
4372,CONTRIB.PERSONALULUI LA FONDUL DE SOMAJ,CONTRIB.PERSONALULUI LA FONDUL DE SOMAJ,Liability,Credit,,Yes,,437,4,B,,,B,P.D.11,437,4372,207,207
4381,ALTE DATORII SOCIALE,ALTE DATORII SOCIALE,Liability,Credit,,Yes,,P.D.11,3,B,,,B,P.D.11,438,4381,208,208
441,IMPOZITUL PE PROFIT/VENIT ,IMPOZITUL PE PROFIT/VENIT ,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,441,441,209,209
4411,IMPOZITUL PE PROFIT,IMPOZITUL PE PROFIT,Liability,Credit,,Yes,,441,4,B,,,B,P.D.11,441,4411,210,210
4418,IMPOZITUL PE VENIT,IMPOZITUL PE VENIT,Liability,Credit,,Yes,,441,4,B,,,B,P.D.11,441,4418,211,211
4423,TVA DE PLATA,TVA DE PLATA,Liability,Credit,,Yes,,P.D.11,3,B,,,B,P.D.11,442,4423,212,212
4427,TVA COLECTATA,TVA COLECTATA,Liability,Credit,,Yes,,P.D.11,3,B,,,B,P.D.11,442,4427,213,213
444,IMPOZITUL PE VENITURI DE NATURA SALARIILOR,IMPOZITUL PE VENITURI DE NATURA SALARIILOR,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,444,444,214,214
446,ALTE IMPOZITE  TAXE SI VARSAMINTE ASIMILATE,ALTE IMPOZITE  TAXE SI VARSAMINTE ASIMILATE,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,446,446,215,215
447,FONDURI SPECIALE - TAXE SI VARSAMINTE ASIMILATE,FONDURI SPECIALE - TAXE SI VARSAMINTE ASIMILATE,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,447,447,216,216
4481,ALTE DATORII FATA DE BUGETUL STATULUI,ALTE DATORII FATA DE BUGETUL STATULUI,Liability,Credit,,Yes,,P.D.11,3,B,,,B,P.D.11,448,4481,217,217
4512,DECONTARI INTRE ENTITATILE AFILIATE-ACTIV,DECONTARI INTRE ENTITATILE AFILIATE-ACTIV,Liability,Credit,,Yes,,P.D.11,4,B,,,B,P.D.11,451,4512,218,218
4518,DOB.AFERENTE DECONTARILOR INTRE ENTITATILE AFILIATE,DOB.AFERENTE DECONTARILOR INTRE ENTITATILE AFILIATE,Liability,Credit,,Yes,,P.D.11,4,B,,,B,P.D.11,451,4518,219,219
453,DECONTARI PRIVIND INTERESELE DE PARTICIPARE ,DECONTARI PRIVIND INTERESELE DE PARTICIPARE ,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,453,453,220,220
4531,DECONTARI PRIVIND INTERESELE DE PARTICIPARE,DECONTARI PRIVIND INTERESELE DE PARTICIPARE,Liability,Credit,,Yes,,453,4,B,,,B,P.D.11,453,4531,221,221
4538,DOB.AFERENTE DECONTARILOR PRIVIND INTERESELE DE PARTICIPARE,DOB.AFERENTE DECONTARILOR PRIVIND INTERESELE DE PARTICIPARE,Liability,Credit,,Yes,,453,4,B,,,B,P.D.11,453,4538,222,222
455,SUME DATORATE ACTIONARILOR/ASOCIATILOR ,SUME DATORATE ACTIONARILOR/ASOCIATILOR ,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,455,455,223,223
4551,ACTIONARI/ASOCIATI - CONTURI CURENTE,ACTIONARI/ASOCIATI - CONTURI CURENTE,Liability,Credit,,Yes,,455,4,B,,,B,P.D.11,455,4551,224,224
4558,ACTIONARI/ASOCIATI - DOBANZI LA CONTURI CURENTE,ACTIONARI/ASOCIATI - DOBANZI LA CONTURI CURENTE,Liability,Credit,,Yes,,455,4,B,,,B,P.D.11,455,4558,225,225
456,DECONTARI CU ACTIONARII/ASOCIATII PRIVIND CAPITALUL,DECONTARI CU ACTIONARII/ASOCIATII PRIVIND CAPITALUL,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,456,456,226,226
457,DIVIDENDE DE PLATA,DIVIDENDE DE PLATA,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,457,457,227,227
4581,DECONTARI DIN OPERATII IN PARTICIPATIE - PASIV,DECONTARI DIN OPERATII IN PARTICIPATIE - PASIV,Liability,Credit,,Yes,,P.D.11,3,B,,,B,P.D.11,458,4581,228,228
462,CREDITORI DIVERSI,CREDITORI DIVERSI,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,462,462,229,229
473,DECONTARI DIN OPERATII IN CURS DE CLARIFICARE,DECONTARI DIN OPERATII IN CURS DE CLARIFICARE,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,473,473,230,230
4812,DECONTARI INTRE UNITATE SI SUBUNITATI-PASIV,DECONTARI INTRE UNITATE SI SUBUNITATI-PASIV,Liability,Credit,,Yes,,P.D.11,3,B,,,B,P.D.11,481,4812,231,231
4822,DECONTARI INTRE SUBUNITATI-PASIV,DECONTARI INTRE SUBUNITATI-PASIV,Liability,Credit,,Yes,,P.D.11,3,B,,,B,P.D.11,482,4822,232,232
509,VARSAMINTE DE EFECTUAT PT.INVEST.LE PE TERMEN SCURT ,VARSAMINTE DE EFECTUAT PT.INVEST.LE PE TERMEN SCURT ,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,509,509,233,233
5091,VARSAMINTE DE EFECTUAT PT.ACTIUNILE DETINUTE LA ENTITATILE A,VARSAMINTE DE EFECTUAT PT.ACTIUNILE DETINUTE LA ENTITATILE AFILIATE,Liability,Credit,,Yes,,509,4,B,,,B,P.D.11,509,5091,234,234
5092,VARSAMINTE DE EFECTUAT PT.ALTE INVEST PE TERMEN SCURT,VARSAMINTE DE EFECTUAT PT.ALTE INVEST PE TERMEN SCURT,Liability,Credit,,Yes,,509,4,B,,,B,P.D.11,509,5092,235,235
5186,DOB.DE PLATIT,DOB.DE PLATIT,Liability,Credit,,Yes,,P.D.11,3,B,,,B,P.D.11,518,5186,236,236
519,CREDITE BANCARE PE TERMEN SCURT ,CREDITE BANCARE PE TERMEN SCURT ,Liability,Credit,,Yes,,P.D.11,3,C,,,B,P.D.11,519,519,237,237
5191,CREDITE BANCARE PE TERMEN SCURT,CREDITE BANCARE PE TERMEN SCURT,Liability,Credit,,Yes,,519,4,B,,,B,P.D.11,519,5191,238,238
5192,CREDITE BANCARE PE TERMEN SCURT NERAMBURSATE LA SCADENTA,CREDITE BANCARE PE TERMEN SCURT NERAMBURSATE LA SCADENTA,Liability,Credit,,Yes,,519,4,B,,,B,P.D.11,519,5192,239,239
5193,CREDITE EXT.GUV.,CREDITE EXT.GUV.,Liability,Credit,,Yes,,519,4,B,,,B,P.D.11,519,5193,240,240
5194,CREDITE EXT.GARANTATE DE STAT,CREDITE EXT.GARANTATE DE STAT,Liability,Credit,,Yes,,519,4,B,,,B,P.D.11,519,5194,241,241
5195,CREDITE EXT.GARANTATE DE BANCI,CREDITE EXT.GARANTATE DE BANCI,Liability,Credit,,Yes,,519,4,B,,,B,P.D.11,519,5195,242,242
5196,CREDITE DE LA TREZORERIA STATULUI,CREDITE DE LA TREZORERIA STATULUI,Liability,Credit,,Yes,,519,4,B,,,B,P.D.11,519,5196,243,243
5197,CREDITE INT.GARANTATE DE STAT,CREDITE INT.GARANTATE DE STAT,Liability,Credit,,Yes,,519,4,B,,,B,P.D.11,519,5197,244,244
5198,DOB.AFERENTE CREDITELOR BANCARE PE TERMEN SCURT,DOB.AFERENTE CREDITELOR BANCARE PE TERMEN SCURT,Liability,Credit,,Yes,,519,4,B,,,B,P.D.11,519,5198,245,245
A.E.12,ACTIVE CIRCULANTE NETE (A04+B09+C10-D11-I18),ACTIVE CIRCULANTE NETE (A04+B09+C10-D11-I18),Asset,B,,Yes,,A,2,E,,,B,A.E.12,A.E,A.E.12,246,246
A.F.13,TOTAL ACTIVE MINUS DATORII CURENTE (A04+E12-I17),TOTAL ACTIVE MINUS DATORII CURENTE (A04+E12-I17),Asset,B,,Yes,,A,2,E,,,B,A.F.13,A.F,A.F.13,247,247
P.G.14,DATORII DE PLATA PESTE UN AN,DATORII DE PLATA PESTE UN AN,Liability,Credit,,Yes,,P,2,E,,,B,P.G.14,P.G,P.G.14,248,248
161,IMPRUM.DIN EMIS.DE OBLIG,IMPRUM.DIN EMIS.DE OBLIG,Liability,Credit,,Yes,,P.G.14,3,C,,,B,P.G.14,161,161,249,249
1614,IMPRUM.EXT.DIN EMIS.DE OBLIG.GARANTATE DE STAT,IMPRUM.EXT.DIN EMIS.DE OBLIG.GARANTATE DE STAT,Liability,Credit,,Yes,,161,4,B,,,B,P.G.14,161,1614,250,250
1615,IMPRUM.EXT.DIN EMIS.DE OBLIG.GARANTATE DE BANCI,IMPRUM.EXT.DIN EMIS.DE OBLIG.GARANTATE DE BANCI,Liability,Credit,,Yes,,161,4,B,,,B,P.G.14,161,1615,251,251
1617,IMPRUM.INT.DIN EMIS.DE OBLIG.GARANTATE DE STAT,IMPRUM.INT.DIN EMIS.DE OBLIG.GARANTATE DE STAT,Liability,Credit,,Yes,,161,4,B,,,B,P.G.14,161,1617,252,252
1618,ALTE IMPRUM.DIN EMIS.DE OBLIG,ALTE IMPRUM.DIN EMIS.DE OBLIG,Liability,Credit,,Yes,,161,4,B,,,B,P.G.14,161,1618,253,253
162,CREDITE BANCARE PE TERMEN LUNG ,CREDITE BANCARE PE TERMEN LUNG ,Liability,Credit,,Yes,,P.G.14,3,C,,,B,P.G.14,162,162,254,254
1621,CREDITE BANCARE PE TERMEN LUNG,CREDITE BANCARE PE TERMEN LUNG,Liability,Credit,,Yes,,162,4,B,,,B,P.G.14,162,1621,255,255
1622,CREDITE BANCARE PE TERMEN LUNG NERAMBURSATE LA SCADENTA,CREDITE BANCARE PE TERMEN LUNG NERAMBURSATE LA SCADENTA,Liability,Credit,,Yes,,162,4,B,,,B,P.G.14,162,1622,256,256
1623,CREDITE EXT.GUV.,CREDITE EXT.GUV.,Liability,Credit,,Yes,,162,4,B,,,B,P.G.14,162,1623,257,257
1624,CREDITE BANCARE EXT.GARANTATE DE STAT,CREDITE BANCARE EXT.GARANTATE DE STAT,Liability,Credit,,Yes,,162,4,B,,,B,P.G.14,162,1624,258,258
1625,CREDITE BANCARE EXT.GARANTATE DE BANCI,CREDITE BANCARE EXT.GARANTATE DE BANCI,Liability,Credit,,Yes,,162,4,B,,,B,P.G.14,162,1625,259,259
1626,CREDITE DE LA TREZORERIA STATULUI,CREDITE DE LA TREZORERIA STATULUI,Liability,Credit,,Yes,,162,4,B,,,B,P.G.14,162,1626,260,260
1627,CREDITE BANCARE INT.GARANTATE DE STAT,CREDITE BANCARE INT.GARANTATE DE STAT,Liability,Credit,,Yes,,162,4,B,,,B,P.G.14,162,1627,261,261
166,DATORII CARE PRIVESC IMOBILIZ.FIN.,DATORII CARE PRIVESC IMOBILIZ.FIN.,Liability,Credit,,Yes,,P.G.14,3,C,,,B,P.G.14,166,166,262,262
1661,DATORII FATA DE ENTITATILE AFILIATE,DATORII FATA DE ENTITATILE AFILIATE,Liability,Credit,,Yes,,166,4,B,,,B,P.G.14,166,1661,263,263
1663,DATORII FATA DE ENTITATILE DE CARE COMPANIA ESTE LEGATA PRIN,DATORII FATA DE ENTITATILE DE CARE COMPANIA ESTE LEGATA PRIN INTERESE DE PARTICIPARE,Liability,Credit,,Yes,,166,4,B,,,B,P.G.14,166,1663,264,264
167,ALTE IMPRUM.SI DATORII ASIMILATE,ALTE IMPRUM.SI DATORII ASIMILATE,Liability,Credit,,Yes,,P.G.14,3,C,,,B,P.G.14,167,167,265,265
168,DOB.AFERENTE IMPRUMUTURILOR SI DATORIILOR ASIMILATE ,DOB.AFERENTE IMPRUMUTURILOR SI DATORIILOR ASIMILATE ,Liability,Credit,,Yes,,P.G.14,3,C,,,B,P.G.14,168,168,266,266
1681,DOB.AFERENTE IMPRUMUTURILOR DIN EMISIUNI DE OBLIGATIUNI,DOB.AFERENTE IMPRUMUTURILOR DIN EMISIUNI DE OBLIGATIUNI,Liability,Credit,,Yes,,168,4,B,,,B,P.G.14,168,1681,267,267
1682,DOB.AFERENTE CREDITELOR BANCARE PE TERMEN LUNG,DOB.AFERENTE CREDITELOR BANCARE PE TERMEN LUNG,Liability,Credit,,Yes,,168,4,B,,,B,P.G.14,168,1682,268,268
1685,DOB.AFERENTE DATORIILOR FATA DE ENTITATILE AFILIATE,DOB.AFERENTE DATORIILOR FATA DE ENTITATILE AFILIATE,Liability,Credit,,Yes,,168,4,B,,,B,P.G.14,168,1685,269,269
1686,DOB.AFERENTE DATORIILOR FATA DE ENTITATILE DE CARE COMPANIA ,DOB.AFERENTE DATORIILOR FATA DE ENTITATILE DE CARE COMPANIA ESTE LEGATA PRIN INTERESE DE PARTICIPARE,Liability,Credit,,Yes,,168,4,B,,,B,P.G.14,168,1686,270,270
1687,DOB.AFERENTE ALTOR IMPRUMUTURI SI DATORII ASIMILATE,DOB.AFERENTE ALTOR IMPRUMUTURI SI DATORII ASIMILATE,Liability,Credit,,Yes,,168,4,B,,,B,P.G.14,168,1687,271,271
169,PRIME PRIVIND RAMBURSAREA OBLIGATIUNILOR,PRIME PRIVIND RAMBURSAREA OBLIGATIUNILOR,Liability,Credit,,Yes,,P.G.14,4,C,,,B,P.G.14,169,169,272,272
P.H.15,PROVIZIOANE,PROVIZIOANE,Liability,Credit,,Yes,,P,2,E,,,B,P.H.15,P.H,P.H.15,273,273
151,PROVIZIOANE ,PROVIZIOANE ,Liability,Credit,,Yes,,P.H.15,3,C,,,B,P.H.15,151,151,274,274
1511,PROVIZ.PT.LITIGII,PROVIZ.PT.LITIGII,Liability,Credit,,Yes,,151,4,B,,,B,P.H.15,151,1511,275,275
1512,PROVIZ.PT.GARANTII ACORDATE CLIENTILOR,PROVIZ.PT.GARANTII ACORDATE CLIENTILOR,Liability,Credit,,Yes,,151,4,B,,,B,P.H.15,151,1512,276,276
1513,PROVIZ.PT.DEZAFECTARE IMOBILIZARI CORPORALE SI ALTE ACTIUNI ,PROVIZ.PT.DEZAFECTARE IMOBILIZARI CORPORALE SI ALTE ACTIUNI SIMILARE LEGATE DE ACESTEA7 ,Liability,Credit,,Yes,,151,4,B,,,B,P.H.15,151,1513,277,277
1514,PROVIZ.PT.RESTRUCTURARE,PROVIZ.PT.RESTRUCTURARE,Liability,Credit,,Yes,,151,4,B,,,B,P.H.15,151,1514,278,278
1515,PROVIZ.PT.PENSII SI OBLIGATII SIMILARE,PROVIZ.PT.PENSII SI OBLIGATII SIMILARE,Liability,Credit,,Yes,,151,4,B,,,B,P.H.15,151,1515,279,279
1516,PROVIZ.PT.IMPOZITE,PROVIZ.PT.IMPOZITE,Liability,Credit,,Yes,,151,4,B,,,B,P.H.15,151,1516,280,280
1518,ALTE PROVIZIOANE,ALTE PROVIZIOANE,Liability,Credit,,Yes,,151,4,B,,,B,P.H.15,151,1518,281,281
P.I.16,VENITURI IN AVANS,VENITURI IN AVANS,Liability,Credit,,Yes,,P,2,E,,,B,P.I.16,P.I,P.I.16,282,282
P.I.17,SUBVENTII PENTRU INVESTITII,SUBVENTII PENTRU INVESTITII,Liability,Credit,,Yes,,P.I.16,3,E,,,B,P.I.17,P.I,P.I.17,283,283
